,data,label
305,"UMBUZO: Mhla zingu-30 kule nyanga ngizobe ngihlanganisa iminyaka engu-65 kanti kuzobe sekuyisikhathi sokuya empeshenini. Ngizobe ngiqeda iminyaka engu-42 nezinyanga ezinhlanu ngisebenzela uhulumeni. Sonke isikhathi ngisebenza bengikhokha imali nyanga zonke kwi-GEPF - isikhwama sempesheni sabasebenzi bakahulumeni.
Ngishadile kanti umhlomulo wami wempesheni uzoba iholo lesibili. Nginemali engiyilondolozile kodwa ngihlela ukungayikhiphi ingakapheli iminyaka emihlanu emuva kokuya empeshenini. Ngihlela ukusebenza izinsuku ezimbalwa ngesonto, ukuze ngikwazi ukuqhubeka nokuhola. Kubukeka ngingeke ngiwuswele umsebenzi. 
",society
306,"ULAHLWE yicala wagwetshwa izinyanga ezintathu ebhadla ejele owesifazane wase-United Arab Emirates obepequlula iselula yomyeni wakhe ngesikhathi yena esathatha isithongwana.
Lo wesifazane kuthiwa unele wabona ukuthi isinqandamathe sakhe sihuqa obudala, wathi ngibonwa yini wayigwexa iselula ethutha izithombe nemiyalezo ekufaka kwenye iselula ukuze akucubungule kahle esenesikhathi. 
","crime, law and justice"
307,"INYUNYANA yamaciko, iCreative Workers Union of South Africa (Cwusa) KwaZulu-Natal, izibophezele ekubambisaneni neSolezwe ekulweni nesihlava sokubulawa nokuhlaselwa kwabantu besifazane.
Ukwanda kwezigameko zokuhlukunyezwa kwabesifazane kwenze Isolezwe lahlela umkhuleko ngaphansi komkhankaso i#Sekwanele. Umkhuleko ngowokushweleza kuNkulunkulu ukuthi lezi zigameko ziphele. Uzoba seThekwini Community Church ngo-10 ekuseni ngoLwesine.
",society
308,"IVULELWE icala lokushaya imeya kaMasipala Umfolozi uMnuz Smangaliso Mgenge okuthiwa ishaye ikhansela leDA bebanga ihholo lomphakathi iHlanganani eJ1 eSikhaleni ngeSonto.
Ngokusho kukaMnuz Sphesihle Magubane oyikhansela le-DA, ingxabano eholele ekushayweni kwakhe iqale ngombango wehholo okuthiwa belizosetshenziselwa umhlangano weqembu. Uthi bahlangabezane nembibizane ngesikhathi bethola ukuthi ne-ANC iyalisebenzisa ihholo. ""Ngangena ehholo esasilicelile kumasipala kanti sekukhona uMgenge namanye amalungu e-ANC. Ngazama ukuchaza, bavele balwa nami bangethuka, uMgenge wangiphushela odongeni wangishaya wangidonsela phandle.""
","crime, law and justice"
309,"SELUZONGENELELWA uMnyango wezeMpilo nowezokuThuthukiswa koMphakathi KwaZulu-Natal udaba lokuhlala kwezingane ehostela labesifazane, uMasipala weTheku othi lokhu kuphambene nesimo sempilo yazo.
Izolo iNkantolo eNkulu eThekwini itshele abameli bezinhlangothi zombili ezithinteka kulolu daba ukuthi bathintane nale minyango ukuze iphenye ngesimo senhlalo yezingane kuleli ehostela elibizwa ngeThokoza. Umasipala ukhala ngokuthi leli hostela alilungele ukuhlala izingane futhi ligcwele. Abesifazane abahlala kulo, izolo bathe bancamela ukuhlala nezingane zabo ngaphandle kwaleli hostela elisemgwaqweni uYusuf Dadoo eThekwini, uma inkantolo igcina ibalahla. 
",society
310,"YIZE uhulumeni KwaZulu-Natal usungenelele odabeni lokuzanywa kokususwa kwabadayisi bokufika ezindaweni zabamnyama kodwa kubukeka kuvunguza umoya ongemuhle. Ubuholi beNorth Regional Business Association (Norba), bunqumele ugwayi katiki laba badayisi abangakudabuka eSomali nase-Ethiopia ukuthi baphume kulezi zindawo lungakashayi uLwesine. UDELI MNCWABE uxoxe kabanzi nonobhala weNorba uMnuz Mlungisi Mncube ngalolu daba.

",society
311,"MHLELI: Kunento edumazayo ngoMnyango wezobuholi boMdabu KwaZulu-Natal. Ngabe abanye ondabezitha KwaZulu-Natal bayayibona yini indlela amakhosi aphethwe ngayo? Lo mnyango uxova izindlu zasendlunkulu ngenhloso yokuqhatha ukuze kufezeke izinhloso zawo.
Thina eMabovini eMsinga sinenkinga yokuphoqwa yilo mnyango ukuba siphathwe ngenkani yinkosi engafunwa yisizwe nengafanele ukubusa. Singabantwana baseMabovini sathatha incwadi eyabhalwa yisizwe yokungayethembi inkosi saze sacela owabe engumengameli ngo-2014 ukuba asitholele uNgqongqoshe uNomusa Dube-Ncube nebala sahlangana naye eThekwini.
",politics
312,"UBHALE incwadi esejele exwayisa abantu ngokushintsha indlela abacabanga ngayo, umbhali waKwaMashu owaboshelwa ukubulala intombi yakhe.
ULungelo Shandu (31) oseneminyaka emibili ephume ngoshwele ejele, ubhale incwadi ethi Success and Wealth Through The Bible. Le ncwadi wayibhala ejele yaphuma ngo-2015 esaboshiwe njengoba ehlale iminyaka emine ngaphakathi. 
","crime, law and justice"
313,"SEKUNXUSWE abomthetho ukuthi baphenyisise ngokubulawa kwekhansela laseMlaza elisanda kudutshulwa.
IPhini likaSihlalo we-ANC KwaZulu-Natal, uMnuz Mike Mabuyakhulu, lithe kufanele amaphoyisa aphenye angashiyi lutho ngokubulawa kukaMnuz Sibusiso Maphumulo (32) obeyikhansela laseMlaza ku-ward 88 odutshulwe wafa ngoLwesine ebusuku ephuma emhlanganweni. Kuthiwa uMaphumulo ubezipholele emotweni yakhe yohlobo lweVW Golf 6 ngesikhathi edutshulwa abalisa okuthiwa bebehamba ngemoto yohlobo olufanayo neyakhe. 
","crime, law and justice"
314,"UNQATSHELWE ibheyili owesilisa owabiza uMengameli Cyril Ramaphosa ngegama lokucwasa abantu abamnyama eliqala ngo-K, kwivideo eyasabalala ezinkundleni zokuxhumana ngenyanga edlule. UMnuz Kessie Nair (60) ubhekene namacala ayisikhombisa okwehlisa isithunzi namabili okukhomoza umuntu ukuba ephule umthetho.
UNair unqatshelwe ibheyili enkantolo yeMantshi eVerulam ngoLwesithathu ekuseni. IMantshi uNcumisa Gcolotela izwakalise ukushaqeka ngokwashiwo uNair kwivideo ayifaka kuFacebook. Ngesikhathi echitha isicelo sakhe sebheyili uGcoboleta uthe esinye sezizathu salokhu ukuthi uhlulekile ukunikeza inkantolo Ãƒâ€šÃ‚Â eminye iminingwano yendawo angahlala kuyo ngaphandle kwekamfowabo oziqhelelanisile naye.
",politics
315,"SIYAQHUBEKA nokushuba isimo kwiDemocratic Allaince kulandela imibiko yokuthi uNkk Patricia De Lille angase ashaye ungqimphotho odabeni lokusula njengeMeya yaseCape Town.
NgoLwesine ekuseni ngesikhathi kuhlangene umkhandlu, uSotswebhu omkhulu weDA eKapa, uMnuz Shaun August, uthuse abaningi ememezela ukuthi uyasula kulesi sikhundla futhi uyasula njengelungu leDA ekhala ngokucwaswa kuleli qembu. 
",politics
316,"KULINDELEKE ukuthi afake isicelo sebheyili ngesonto elizayo amaphoyisa amabili nonogada abasolwa ngokuthumba usomabhizinisi nokusolwa ukuthi kuthinteka amabhizinisi nodaba lwamathenda ngokunyamalala kwakhe.
UMnuz Sikhumbuzo Mjwara (41) ulahleke ekupheleni kuka-Agasti nonyaka kade eseNkantolo yaseVerulam ehamba icala lombango phakathi kwakhe nozakwabo ababanga naye ubunikazi bendawo ephambili yokudla eMhlanga, iBarrio. Umndeni wakhe uveze ukuthi wazi ukuthi uzakwabo wakokotela amaphepha amenza kube nguyena ophethe le ndawo yokudla eseMhlanga ekubeni bengalihlanganisele ibhizinisi. 
","crime, law and justice"
317,"ABAHOLI be-ANC eLimpopo ngoMsombuluko bazohlangana nabaholi benhlangano eLuthuli House kulandela ukuvela kwe-ANC kulabo abasolwa ngokuhlomula ekuxetshulweni kwezigidigidi zamarandi kwiVBS Mutual Bank.
NgeSonto i-ANC ithe ayinaso isiqiniseko ngokuthi yayithola yini imali eyavela ngokukhwabaniswa kwemali ebalelwa ku-R2 billion kuleli bhange. I-ANC ihlangana nje igama layo livezwe owayengusihlalo weVBS Mutual Bank, uMnuz Tshifhiwa Matodzi, obale neDA, SACP ne-EFF kulabo ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“abahlomulaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ kwimali eyebiwe. 
","crime, law and justice"
318,"PHEZU kokuba uhulumeni elokhu emile ekutheni ngeke badilizwe abasebenzi kodwa kucace bha izolo uNgqongqoshe weziMali uMnuz Tito Mboweni ethula isabelo sezimali samaphakathi nonyaka ukuthi izinto azihambi kahle njengoba ekubeke kwacaca ukuthi ayikho imali ezofakwa yokukhokhela abasebenzi.
UMboweni uthe isivumelwano samaholo singaphezulu ngoR30.2 billion kunalokhu obekuhleliwe.
","economy, business and finance"
319,"UMNDENI wakwaGupta osolwa ngokuba obhongoza ekulawulweni kombuso yidlanzana uthi uzimisele ukugeza igama lawo kodwa hhayi manje.
Lo mndeni kubikwa ukuthi uyiqaphe ngeso lokhozi ikhomishini ephenya ngokulawulwa kombuso yidlanzana eqhubekayo kuleli. Ijaji uRaymond Zondi lasichitha isicelo samalungu alo mndeni asolwayo sokuthi afakaze nge-video eseDubai. Abalo mndeni bathi bayasaba ukuza kuleli ngoba bazoboshwa ekubeni ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“bemsulwaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢. 
","crime, law and justice"
320,"
ABANTU bakuleli sebezwakalise ukushaqeka ngendlela ummeli womfundisi obhekene namacala okudlwengula nokushushumbisa abantu besifazane ebandleni lakhe ahlaba ngayo ngemibuzo omunye wofakazi.

UMfundisi Timothy Omotoso ubhekene noxhaxha lwamacala athinta ukudlwengula nokushushumbisa abesifazane abangaphezulu kuka 30 abanye babo abebehlala emzini wakhe oseMhlanga, eThekwini. Usolwa nabesifazane abesibili oNksz Lusanda Sulan noNksz Zukiswa Sitho abasolwa ngokuba abasizi bakhe. 



   UMfundisi Timothy Omotoso, uNksz Lusanda Sulan noNksz Zukiswa Sitho eNkantolo eNkulu ePort Elizabeth. Isithombe: Raahil Sain / ANA
  

Oyedwa walaba besifazane, uNksz Cheryl Zondi (22), ungufakazi wokuqala kuleli cala elivezwa bukhoma kwithelevishini. 

UNksz Zondi ukhethe ukuphumela obala ngoba uthe ufuna umhlaba wazi ukuthi uwumuntu onjani uMfundisi Omotoso weJesus Dominion International Church. 
Kusukela ngoMsombuluko uNksz Zondi uhlatshwa ngemibuzo ummeli ka-Omotoso uMnuz Peter Daubermann. Indlela lo mmeli abeka ngayo imibuzo yakhe isithole ukugxekwa okukhulu ezinkundleni zokuxhumana njengoba abantu abaningi sebezwakalise ukuzwelana noNksz Zondi. Phakathi kwemibuzo eshaqe abaningi ummeli ubuze uNksz Zondi ukuthi mude kangakanani umphambili ka-Omotoso. 

Nanka amazwibela okuphawula kwabantu kuTwitter ngaphansi kwesihloko esitho #OmotosoTrial: 


","crime, law and justice"
321,"IFUNGA iyagomela iDA ithi izoya ngenkani eziteshini zamaphoyisa iyohlola ukusebenza kwazo nakuba sekuphume incwadi evimba amaqembu ezepolitiki ukuba agasele eziteshini zaKwaZulu-Natal engacelile.
IBamba likaKhomishana wamaphoyisa eKZN, uLieutenant General Nhlanhla Mkhwanazi, lisanda kukhipha incwadi evuthayo ethi akekho usopolitiki ovunyelwe ukufuhleleka esiteshini engacelanga, afike apekequle afune namabhuku ezimali. Lokhu kungenxa yokugasela kweDA eziteshini ezehlukene ithi izohlola isimo.
",politics
322,"USOMABHIZINISI waseShowe, uMnuz Brayce Mthimkhulu obezibiza ngeNgonyama yamaHlubi, ulahlwe yicala eNkantolo eNkulu yaseMgungundlovu ngoLwesihlanu wayalalelwa ukuthi angaphinde azibize ngeNgonyama futhi akhokhe nezindleko zecala.
UMthimkhulu ubefakwe enkantolo wuMnyango wezokuBusa ngokuBambisana nobuHoli boMdabu KwaZulu-Natal, ngemuva kwesikhalo esifakwe yiNdlunkulu yamaHlubi kuwona. INdlunkulu yamaHlubi yafaka isikhalo ngoMthimkhulu emnyangweni oqale wamyalela ukuthi angazibizi ngeNgonyama kodwa waqhubeka. UMthimkhulu ubebangisa iNgonyama yamaHlubi ebusayo, iNkosi Muziwenkosi kaLangalibalele Radebe eseMtshezi.
",politics
323,"
INKAKHA yomlingisi, uRapulana Seiphemo, odume ngelika Tau Mogale okuyindawo ayilingisa kwiGenerations: The Legacy, uvele kafushane enkantolo yamacala ezimali ngoLwesine ekuseni ngezinsolo zokungayikhokhi intela.
Umbuso usola uSeiphemo ngokungayikhokhi imali yentela kusukela ngonyaka ka-2010 kuya ku-2013. AbeSouth African Revenue Services bathi lo mlingisi ukweleta imali engaphezulu kukaR48 000. 
Icala lihlehliselwe uNovemba 13 njengoba abameli bakhe becele ukunikezwa isikhathi sokuthi bake baxhumane nabakwaSARS bahlele ukulungisa lolu daba. 
USeiphemo waziswe ukuthi lizoqhubeka leli cala uma engaxhumani nabakwaSARS. 
Abameli bakhe baxolisile bathi usezame kaningi ukuxhumana nabakwaSARS kwangaphumelela. 
Ngesikhathi inkantolo isahleli lo mlingisi ubebukeka ekhululekile. 
Ubephelezelwa uzakwabo alingisa naye kwiGenerations, uZoe Mthiyane, olingisa indawo kaZitha othandana noTau kulo mdlalo. 
Nyakenye ziqinisekisiwe izindaba zokuthi sebeyathandana laba.
Lo mlingisi uvela enkantolo ngalolu daba nje, abanye osaziwayo okubalwa kubo umethuli wezinhlelo uBonang Matheba, nomdlali webhola uTeko Modise nabo basobishini nabaqoqi bentela kuleli njengoba nabo bebengayikhokhi intela. 


","economy, business and finance"
324,"UKUGEMBULA, ukwehlukana kwenkolo kungezinye zezinto ezidala udlame olugcina luholele ekutheni kuliwe ezikoleni.
 UDkt Zithobile Mkhize-Ngidi oyiphini likathishanhloko eVikingozi High, ngaphandle kwaKwaMakhutha, osanda kuthola iziqu zePhD kwiPublic Administration, egxile kwiPeace Studies, eDurban University of Technology (DUT), izolo ubenesigcawu sokucobelelana ngolwazi sokuhlomisa ezinye izitshudeni ebenza iziqu zePhD.
","crime, law and justice"
325,"UTHUKE kwaphela nasozwaneni unina womfana (15) waseManenberg ezwa ngomdlalo omusha obizwa nge- Treintjie (isitimela), lapho abafana abancane bebukiswa khona izithombe zocansi ngaphambi kokudlwengulwa ngabafana abadala. 
Lo wesifazane oneminyaka engu-32 uthe uthole iqiniso ngalo mdlalo ngemuva kokuba indodana yakhe eneminyaka eyisikhombisa imtshele ukuthi inukubezwe ngokocansi ngabafana emgwaqweni ezinyangeni ezimbalwa ezedlule. 
","crime, law and justice"
326,"KUBULAWE amadoda amabili eClermont, eThekwini abesolwa ngokubulala onogada ababili eMoroka eGoli, kule nyanga okusabalale ivideo yawo ezinkundleni zokuxhumana ebulawa.
Kuthiwa laba basolwa okuvela ukuthi ngabaseNkandla, baficwe emjondolo thizeni ngamaphoyisa abelandela umkhondo wabo, oyedwa wabo kuthiwa uvulele ngenhlamvu ebhekise emaphoyiseni, namaphoyisa aphendula ngezulu lezandla bashonela khona lapho.
","crime, law and justice"
327,"AKAKATHATHI sinqumo ngekusasa lakhe uNkk Patricia De Lille ngoLwesithathu omemezele ukuthi uzosigcina isinqumo sakhe sokusula njengeMeya yaseKapa.
UDe Lille umemezele lezi zindaba engaphandle kweNkantolo eNkulu yaseWesterm Cape lapho afake khona isicelo sokuthi kuchithwe imibiko emibili eyenziwa abameli beBowman Gilfillan ebiphenya ngendlela abephethe ngayo umasipala.
",politics
328,"UPHELE sekumuncu umshado obuseNseleni ngeSonto kushona umngani wabebeshada obeyolanda abanye esikhumulweni sezindiza iKing Shaka International eThekwini.
UMnuz Mpilo Ndlazi (30), waseRichards Bay, obezoshadelwa ekuqaleni konyaka ozayo, ushone ngesikhathi imoto abehamba ngayo ishayisana nenye okuthiwa ngeyomndeni waseSwazini. Ingozi yenzeke emgwaqweni uN2 eMthunzini, kwashona abanye abathathu abebesemotweni yaseSwazini okushaye isikhathi sokuloba ingakatholakali imininingwane yabo.
",society
329,"I-DA ivulele uNgqongqoshe woMnyango wabesiFazane, uNksz Bathabile Dlamini, icala lokuqamba amanga ebe afunga wagomela ukuthi uzokhuluma iqiniso lodwa.
Izolo, uNkk Bridget Masango weDA, uthe bavulele uNksz Dlamini icala esiteshini samaphoyisa esiseGoli emuva kokuthi iNkantolo yoMthethosisekelo ithe izodlulisela umbiko kwiJaji uBernard Ngoepe elisophikweni lwezokushushisa ukuze lunqume ukuthi uzoshushiswa yini uNksz Dlamini ngokuqamba amanga efungile.
","crime, law and justice"
330,"AKALIBONI iphutha elenzeke emshadweni wakhe owesilisa okusabalale i-video yakhe ezinkundleni zokuxhumana, ephikisa izifungo zomfundisi.
UMnuz Linda Mthethwa obeshadelwa uNkk Tiny Mthethwa eNtuzuma ngoMgqibelo, uthe akonakalanga lutho emshadweni wakhe ngoba ubengeke avume ukufunga amanga. Utshele Isolezwe ukuthi selokhu kusabalele le video umkakhe udinga ngisho ukwelulekwa ngokomqondo ngendlela aphatheke kabi ngayo ngokushiwo ngabantu ngabo.
",society
331,"USELE nemibuzo ngelungu lawo elishonele ejele umndeni waseMgungundlovu, othi awanelisekile ngencazelo ngokuholele ekushoneni kwalo.
Umndeni kaThembinkosi Nyathi (25) waseMpolweni, uthe umngcwabe ungakhululekile ngoba akucaci ukuthi wabulawa yini ejele. Uninalume kamufi uMnuz Sakhephi Nyathi, uthe wayegwetshwe ngo-2013 ngecala lokushaya nokugqekeza kanti bese kusele kancane aphume ejele. Uthe waqala waboshelwa eNew Prison kodwa ushonele eSevontein.
","crime, law and justice"
332,"ILALISWE esibhedlela indoda yaseMatikwe, eNanda, okuthiwa ibhunyelwe yiphoyisa ngophethroli layishisa ngaphambi kokuthi lishise nendlu yakubo entathakusa yangeSonto.
Umndeni kaMnuz Wonder Zwane (28) uthe akakwazi ngisho ukuziyela ethoyilethi ngenxa yokushiswa yiphoyisa ebelimsola ngokweba imali yentombi yalo. Unina kaZwane, uNksz Gugu Zwane, uthe iphoyisa elisolwayo lijwayele kaZwane ngoba likhanda khona izimoto. Nentombi yalo iyavakasha kuzophuzwa futhi abakaze baxabane nephoyisa.
","crime, law and justice"
333,"UNGQONGQOSHE woMnyango wezaseKhaya kuleli, uMnuz Malusi Gigaba ubizelwe ukuba azochaza ukuthi kungani umnyango wakhe wavumela isamba sikaR67 million osikweleta inkampani engenamali yezobuchwepheshe, sikhuphukele kuR800 million.
Ngokwabaphenyi, lesi samba esikweletwa iDouble Ring Trading sinyuke kakhulu ngemuva kombango ophakathi kwayo noMnyango wezaseKhaya ngo-2009, njengoba manje sesifinyelele kuR794 million.
","crime, law and justice"
334,"UMENGAMELI Cyril Ramaphosa umise emsebenzini iPhini loMqondisi wezokuShushiswa koMphakathi u-Adv Nomgcobo Jiba no-Adv Lawrence Mrwebi onguMqondisi wezokuShushiswa koMphakathi ngamacala athinta imali, ukuze kuphenywe ukuthi bakufanele yini ukuba kulezi zikhundla zabo.
URamaphosa umemezele lezi zindaba izolo ntambama esho nokuthi uphenyo lokuthi o-Adv Jiba noMrwebi bakufanele yini ukuba sezikhundleni zabo luzophathwa yiJaji leNkantolo yoMthethosisekelo eselathatha umhlalaphansi uNkk Yvonne Mokgoro. 
","crime, law and justice"
335,"
UFUNA ahoxiswe amacala abekwe wona umfundisi osolwa ngezenzo zokuhlukumeza amantombazane ebandla lakhe nokushushumbisa abantu, uPastor Tim Omotoso, odabuka eNigeria. 
Icala lika-Omotoso nabesifazane ababili asolwa nabo liyaqhubeka njengamanje eNkantolo eNkulu yasePort Elizabeth. U-Omotoso weJesus Dominion International Church ezinze eThekwini, ubhekene namacala angaphezulu kuka-60, okubalwa kuwo ukuphula umthetho i-Sexual Offences Act, okukhona phakathi kwawo amabili okudlwengula. Abesifazane asolwa nabo baboshwa ngoNovemba nyakenye kanti bangaphandle ngebheyili kaR2 000. 
U-Omotoso uboshwe oKlebe esikhumulweni sezindiza iPort Elizabeth International Airport ngo-Ephreli ngonyaka odlule. Abameli bakhe bazise inkantolo ukuthi uyawachitha onke amacala abhekene nawo.
Baveze nokuthi abaneme ngokuthi ubufakazi obuningi obethulelwe inkantolo abuvezi ukuthi asolwa ngakho u-Omotoso wakwenza ngaluphi usuku. Baphinde bacela nokuthi uJaji Mandela Makaula ukuthi angabe esaluhlehlisa lolu daba ngoba umsolwa usehlale ejele unyaka wonke. 
Ngaphandle kwenkantolo abalandeli balo mfundisi bebeze ngobuningi bezomeseka bethi umsulwa. 

UMakaula uthe uzokhipha isinqumo ngo 3 ntambama. 

- Udaba lusaqhubeka.



","crime, law and justice"
336,"KUZOQHUBEKA ngo-Okthoba 22 ukuqulwa kwamacala abhekene noMfundisi Timothy Omotoso osolwa ngokudlwengula nokushushumbisa abesifazane.
Izolo ufakazi wokuqala kuleli cala, uNksz Cheryl Zondi, ubephekwa ngemibuzo abammeli baka-Omotoso webandla iJesus Dominion International Church. UNksz Zondi (22) ungomunye wabesifazane ababalelwa kwabangaphezulu kuka 30 abasola umfundisi ngokubanukubeza ngokocansi kusuka ngo-2009 kuya ku-2017 okuwunyaka aboshwa ngawo esikhumulweni sezindiza ePort Elizabeth. 
","crime, law and justice"
337,"BAPHUME becijeke kuyo yonke imikhakha abesifazane ohlelweni lwaminyaka yonke olwenziwa yi-Independent Institute of Education (IIE) Varsity College, oluhlose ukubathuthukisa kwezomnotho nangokomqondo.
Babheme bakholwa abebehambele umcimbi, iLadies to Legends, olwenziwe yilesi sikhungo eThekwini ngaleli sonto. Lo mcimbi waminyaka yonke uhambisana nenkolelo yokuthi kuhlomula sonke isizwe uma kuqeqeshwa kahle ingane yentombazane. 
",society
338,"UKUSHISA ithayi noma ukuchela igceke ngoshiboshi akuzibalekisi izinyoka emzini wakho.
Lokhu kushiwo uMnuz Jason Arnold owungoti obamba izinyoka eThekwini. Uthe izinyoka eziningi aseke wazibamba emizini yabantu zisuke zikulo lelo gceke okusuke kukade kushiswa kulo ithayi noma elichelwe ngoshibhoshi Ãƒâ€šÃ‚Â ngenhloso yokuthi iphume lapho icashe khona.
",society
339,"USINDE kukubi uthisha wesikole samabanga aphansi eNquthu ngesikhathi ehlaselwa abazali bengane ayifundisayo abamfice efundisa bamshaya ngenduku waba mabokoboko.
Lesi sigameko senzeke esikoleni iLuvisi Primary, okwahlaselwa kuso kwabulawa umfundi nephini likathishomkhulu, uMnuz Vusi Ntombela ngo-2015, owayebuye abe nguSomlomo kuMasipala iNquthu owadutshulwa ngentululwane yezinhlamvu kwathinteka nabafundi omunye washona.
","crime, law and justice"
340,"BUCHITHEKE bugayiwe engqungqutheleni yokukhetha ubuholi be-IFP esiyingini saseNdumeni ngesikhathi kulwa izithunywa zibanga ukuvunyelwa kwababengamalungu eNFP nakaKhongolose ukuba bangenele izikhundla zokuhola iqembu.
Lokhu kwenzeke ngeSonto ntambama kwaze kwaphoqeleka ukuthi ingqungquthela ebisehholo eDundee ihlehle ngenxa yokuthi kuhluleke ngisho ubuholi buzama ukudambisa isimo kodwa kwabanhlanga zimuka nomoya.
",politics
